,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
753,1670198,"Comin' out of misery
Back to the old energy
Takin' part in our daily show
Think of what has been before
Made a move and slammed the door
Future will remain in the unknown
Face the face of the race, try to understand
Why are we here and what do we want","The answer is easy, let's spread it around",'comin' out of misery' Back to the old energy Takin' part in,Why are we here and what do we want,comin' out of misery back to the old energy Takin' part in our daily,Comin' out of misery
754,4666208,"I was only a second choice, her chance to be free
That's what she said to me, that's what she said to me
I was hoping to be much more than late company
That ain't up to me no, that ain't up to me
It's four in the morning, we're up all night
She won't stop calling my name, screaming ""hold me tight""
We keep ignoring the boring warning signs
Can't you see, she won't let me be?",She's feisty like me,"she was only a second choice, her chance to be free That's what she said to","She won't stop calling my name, screaming ""hold me tight""","i was only a second choice, her chance to be free . it's four","She won't let me be, she won't let me be"
755,7867741,"Something is different but I didn't know
I haven't felt this way since a long time ago
My heart stood still and I wasn't prepared
I should ease this thrill
Feelings can be unfair
Eternally adrift
Life plays tricks on us
Weak and always lost but the way your river flows",You'll never know,Feelings can be unfair Eternally adrift Life plays tricks on us Weak,I'm a fucker and I'm a,i haven't felt this way since a long time ago . something is different,Is so beautiful
756,5542366,"Dont waste my time
'Cause you won't like what you find
When you fill my head with lies
Yeah, you promised me you're mine, you're mine, you're mine
Don't waste my time
You're the last thing that I think about
Before I fall asleep at night
I'm a fiend, I'm a fiend, I'm a fiend, I'm a fiend","Broken shards of glass, anxiety consumed",don't waste my time 'Cause you won't like what you find When,"I'm a fiend, I'm a fiend",don't waste my time 'Cause you won't like what you find,"I'm a fiend, I'm a fiend"
757,6241725,"All which you possess
Devoid of value
All that you acquire
Exacerbating your life's decline
Dragging you further down
Into an existence in abundance
But completely worthless
Worthless",Yet your gluttonous instincts remain,all that you possess Devoid of value All that you acquire Exacerbating your life',Worthless,all which you possess Devoid of value all that you acquire . all which you possess are worth,All that you possess
758,6490095,"I should’ve been a pilot
And flown some metal scraps into the sky
I should’ve been a pilot
And made my mother proud
I should’ve been a pilot
With indigos and violets
I should’ve been a pilot
But I’m afraid of heights",And if I am captain of this sinking ship,I should’ve been a pilot And flown some metal scraps into the sky I should,I should’ve been a pilot,i should’ve been a pilot and flown some metal scraps into the sky,I should’ve been a pilot
759,7126443,"Yeah, I know
Everyone is movin' house
Or goin' back home
They can't afford a Friday anymore
Yeah, I know
Everyone has goals they wanna reach
But what about me?
We were unhappy, but",We had everything we could want,I know Everyone is movin' house Or goin' back home They can't afford,"We were unhappy, but we were unhappy","i was unhappy, but i was happy, and i was happy, and i","We were happy, but what about me?"
760,103987,"You want to step into my world?
It's a socio-psychotic state of bliss
You've been delayed in the real world
How many times have you hit and missed?
Your cat-scan shows dis-figuration
I want to laugh myself to death
With a misfired synapse, with a bent configuration
I'll hold the line, while you gasp for breath",You wanna talk to me? (So talk to me),you want to step into my world? a socio-psychotic state of bliss You've,"I'll hold the line, while you gasp for breath","i want to laugh myself to death with a misfired synapse,","I'll hold the line, while you gasp for breath"
761,3291676,"Still out, it's been too many days now
These black dots driving me insane
Standing loud, how the hell should they know?
Not right, won't you just go away?
These sounds, getting old
Won't be longer
We'll be risen
Stoves behind the sun","Burnin' out, fading away","these sounds, getting old Won't be longer We'll be risen Stoves",We'll be risen,"still out, it's been too many days now These black dots driving me insane . still",Stoves behind the sun
762,409575,"Helplessly hoping
Her harlequin hovers nearby
Awaiting a word
Gasping at glimpses
Of gentle true spirit
He runs, wishing he could fly
Only to trip at the sound of good-bye
Wordlessly watching",He waits by the window,Her harlequin hovers nearby Awaiting a word Gasping at glimpses,"I'm a fucker, a fucker",helplessly hoping her harlequin hovers nearby Awaiting a word .,The harlequin hovers nearby
763,2888235,"Me and Mr. Jones, we got a thing going on
We both know that it's wrong
But it's much too strong to let it cool down now
We meet ev'ry day at the same cafe
Six-thirty I know she'll be there
Holding hands, making all kinds of plans
While the jukebox plays our favorite song
Me and Mr., Mr. Jones, Mr. Jones, Mr. Jones",Mr. Jones got a thing going on,we meet ev'ry day at the same cafe Six-thirty I know,We got a thing going on,"me and Mr. Jones, we got a thing going on We both know that it's","Me and Mr., Mr. Jones, Mr. Jones, Mr."
764,3795502,"Yeah, I can see the bones enshrouded in my skin
And I can feel the way that I might tunnel in
And I can drink a plastic cup of L&P or 7-Up
What's down is up and I am up through thick and thin
Cause I am evil, and I am breathing
And I have hair inside the substance of my eyes
That makes me blind to all that I would terrorize
And my emotions are all dead, I'll eat the crust off all the bread","Take me to bed and, baby, I am sure to rise",bones enshrouded in my skin and I can feel the way that I might,And I can see the bones enshrouded in my,i can see the bones enshrouded in my skin and i can,I'll eat the crust off all the bread
765,1002059,"Days they force you
Back under those covers
Lazy mornings they multiply
Glory's waiting outside your window
Wake on up from your slumber
Baby, open up your eyes
Tongues are violent
Personal and focused",Tough to beat with your steady mind,Days they force you Back under those covers Lazy mornings they multiply Glory's waiting outside,"I'm a fucker, I'm a",days they force you Back under those covers Lazy mornings they multiply Glory's waiting outside,"You're a liar, you're a"
766,802840,"There's a hatchet, got a knife
When I awoke there was nothing real in this life
But dreams are so intoxicating
When you're doing this alone
Gun, rope, brick on the way
But words have no meaning
When it's you that says, ""I really do care""
No baby I, I really do care",Innocence gone,"words have no meaning When it's you that says, ""I really do care"" no baby","No baby I, I really do care",dreaming of a new life is a dream come true . i really do care,"No baby I, I really do care"
767,6209988,"Perfect!
Who do you want me to be?
I´m just a kid from the streets
Don´t wanna break your heart so please don´t leave
I don´t live under live under the sea
No, i don´t live in a tree
Always been a L.O.A.T
Tryna get my green",Who do you want me to be?,I m just a kid from the streets Don t wanna break your heart,I don t live under live under the sea,perfect! who do you want me to be? i m just a kid from,Tryna get my green
768,383129,"No water in the water fountain
No side on the sidewalk
If you say Old Molly Hare, whatcha doin’ there?
Nothing much to do when you're going nowhere
Woohaw!
Woohaw!
Gotcha
We're gonna get the water from your house (your house)",No water in the water fountain,"no water in the water fountain No side on the sidewalk If you say Old Molly Hare,",We're gonna get the water from your house (your house),no water in the water fountain No side on the sidewalk If you say old molly hare,We're gonna get the water from your house (your house)
769,78336,"I see you, kid, alone in your room
You got the weight on your mind
And you're just trying to get by
Your world is just beginning
And I know this life seems never-ending
But you got nothing but time
And it ain't got nothing on you
You know what you got to do",You ain't got nothing but time,"I see you, kid, alone in your room You got the weight on your mind And you'",You know what you got to do,"i see you, kid, alone in your room . i know this life seems never",You know what you got to do
